"SeriesName","LookupTicker","Type","Index","Source","StartRange","EndRange","Frequency"
"HOT","HOT","equity","SP500","yahoo","NULL","NULL","d"
"STT","STT","equity","SP500","yahoo","NULL","NULL","d"
"SRCL","SRCL","equity","SP500","yahoo","NULL","NULL","d"
"SYK","SYK","equity","SP500","yahoo","NULL","NULL","d"
"SUN","SUN","equity","SP500","yahoo","NULL","NULL","d"
"STI","STI","equity","SP500","yahoo","NULL","NULL","d"
"SVU","SVU","equity","SP500","yahoo","NULL","NULL","d"
"SYMC","SYMC","equity","SP500","yahoo","NULL","NULL","d"
"SYY","SYY","equity","SP500","yahoo","NULL","NULL","d"
"TROW","TROW","equity","SP500","yahoo","NULL","NULL","d"
"TGT","TGT","equity","SP500","yahoo","NULL","NULL","d"
"TE","TE","equity","SP500","yahoo","NULL","NULL","d"
"TLAB","TLAB","equity","SP500","yahoo","NULL","NULL","d"
"THC","THC","equity","SP500","yahoo","NULL","NULL","d"
"TDC","TDC","equity","SP500","yahoo","NULL","NULL","d"
"TER","TER","equity","SP500","yahoo","NULL","NULL","d"
"TSO","TSO","equity","SP500","yahoo","NULL","NULL","d"
"TXN","TXN","equity","SP500","yahoo","NULL","NULL","d"
"TXT","TXT","equity","SP500","yahoo","NULL","NULL","d"
"HSY","HSY","equity","SP500","yahoo","NULL","NULL","d"
"TRV","TRV","equity","SP500","yahoo","NULL","NULL","d"
"TMO","TMO","equity","SP500","yahoo","NULL","NULL","d"
"TIF","TIF","equity","SP500","yahoo","NULL","NULL","d"
"TWX","TWX","equity","SP500","yahoo","NULL","NULL","d"
"TWC","TWC","equity","SP500","yahoo","NULL","NULL","d"
"TIE","TIE","equity","SP500","yahoo","NULL","NULL","d"
"TJX","TJX","equity","SP500","yahoo","NULL","NULL","d"
"TMK","TMK","equity","SP500","yahoo","NULL","NULL","d"
"TSS","TSS","equity","SP500","yahoo","NULL","NULL","d"
"TSN","TSN","equity","SP500","yahoo","NULL","NULL","d"
"TYC","TYC","equity","SP500","yahoo","NULL","NULL","d"
"USB","USB","equity","SP500","yahoo","NULL","NULL","d"
"UNP","UNP","equity","SP500","yahoo","NULL","NULL","d"
"UNH","UNH","equity","SP500","yahoo","NULL","NULL","d"
"UPS","UPS","equity","SP500","yahoo","NULL","NULL","d"
"X","X","equity","SP500","yahoo","NULL","NULL","d"
"UTX","UTX","equity","SP500","yahoo","NULL","NULL","d"
"UNM","UNM","equity","SP500","yahoo","NULL","NULL","d"
"URBN","URBN","equity","SP500","yahoo","NULL","NULL","d"
"VFC","VFC","equity","SP500","yahoo","NULL","NULL","d"
"VLO","VLO","equity","SP500","yahoo","NULL","NULL","d"
"VAR","VAR","equity","SP500","yahoo","NULL","NULL","d"
"VTR","VTR","equity","SP500","yahoo","NULL","NULL","d"
"VRSN","VRSN","equity","SP500","yahoo","NULL","NULL","d"
"VZ","VZ","equity","SP500","yahoo","NULL","NULL","d"
"VIA-B","VIA-B","equity","SP500","yahoo","NULL","NULL","d"
"V","V","equity","SP500","yahoo","NULL","NULL","d"
"VNO","VNO","equity","SP500","yahoo","NULL","NULL","d"
"VMC","VMC","equity","SP500","yahoo","NULL","NULL","d"
"WMT","WMT","equity","SP500","yahoo","NULL","NULL","d"
"WAG","WAG","equity","SP500","yahoo","NULL","NULL","d"
"DIS","DIS","equity","SP500","yahoo","NULL","NULL","d"
"WPO","WPO","equity","SP500","yahoo","NULL","NULL","d"
"WM","WM","equity","SP500","yahoo","NULL","NULL","d"
"WAT","WAT","equity","SP500","yahoo","NULL","NULL","d"
"WPI","WPI","equity","SP500","yahoo","NULL","NULL","d"
"WLP","WLP","equity","SP500","yahoo","NULL","NULL","d"
"WFC","WFC","equity","SP500","yahoo","NULL","NULL","d"
"WDC","WDC","equity","SP500","yahoo","NULL","NULL","d"
"WU","WU","equity","SP500","yahoo","NULL","NULL","d"
"WY","WY","equity","SP500","yahoo","NULL","NULL","d"
"WHR","WHR","equity","SP500","yahoo","NULL","NULL","d"
"WFMI","WFMI","equity","SP500","yahoo","NULL","NULL","d"
"WMB","WMB","equity","SP500","yahoo","NULL","NULL","d"
"WIN","WIN","equity","SP500","yahoo","NULL","NULL","d"
"WEC","WEC","equity","SP500","yahoo","NULL","NULL","d"
"WYN","WYN","equity","SP500","yahoo","NULL","NULL","d"
"WYNN","WYNN","equity","SP500","yahoo","NULL","NULL","d"
"XEL","XEL","equity","SP500","yahoo","NULL","NULL","d"
"XRX","XRX","equity","SP500","yahoo","NULL","NULL","d"
"XLNX","XLNX","equity","SP500","yahoo","NULL","NULL","d"
"XL","XL","equity","SP500","yahoo","NULL","NULL","d"
"YHOO","YHOO","equity","SP500","yahoo","NULL","NULL","d"
"YUM","YUM","equity","SP500","yahoo","NULL","NULL","d"
"ZMH","ZMH","equity","SP500","yahoo","NULL","NULL","d"
"ZION","ZION","equity","SP500","yahoo","NULL","NULL","d"
