Spot, Strike, Vol, Expiry, BSC_An_price, MC_price, numberPaths 
45,58,0.2,0.4,0.0807016,0.0938672,10000,
45,58,0.2,0.6,0.258453,0.272576,10000,
45,58,0.2,0.8,0.506301,0.51882,10000,
45,58,0.2,1,0.798254,0.805279,10000,
45.5,42,0.0100001,1e-07,3.5,3.5,10000,
45.5,42,0.0100001,0.2,3.91791,3.91791,10000,
45.5,42,0.0100001,0.4,4.33166,4.33166,10000,
45.5,42,0.0100001,0.6,4.74129,4.74129,10000,
45.5,42,0.0100001,0.8,5.14684,5.14685,10000,
45.5,42,0.0100001,1,5.54836,5.54837,10000,
45.5,42,0.0480001,1e-07,3.5,3.5,10000,
45.5,42,0.0480001,0.2,3.91791,3.91807,10000,
45.5,42,0.0480001,0.4,4.33183,4.33261,10000,
45.5,42,0.0480001,0.6,4.74199,4.74323,10000,
45.5,42,0.0480001,0.8,5.14826,5.14994,10000,
45.5,42,0.0480001,1,5.55047,5.55248,10000,
45.5,42,0.0860001,1e-07,3.5,3.5,10000,
45.5,42,0.0860001,0.2,3.92333,3.92558,10000,
45.5,42,0.0860001,0.4,4.36207,4.36549,10000,
45.5,42,0.0860001,0.6,4.8002,4.80374,10000,
45.5,42,0.0860001,0.8,5.23081,5.23434,10000,
45.5,42,0.0860001,1,5.65282,5.65649,10000,
45.5,42,0.124,1e-07,3.5,3.5,10000,
45.5,42,0.124,0.2,3.97089,3.97381,10000,
45.5,42,0.124,0.4,4.49427,4.49573,10000,
45.5,42,0.124,0.6,5.00021,4.99933,10000,
45.5,42,0.124,0.8,5.48415,5.4821,10000,
45.5,42,0.124,1,5.94896,5.94599,10000,
45.5,42,0.162,1e-07,3.5,3.5,10000,
45.5,42,0.162,0.2,4.07964,4.08068,10000,
45.5,42,0.162,0.4,4.71767,4.71427,10000,
45.5,42,0.162,0.6,5.30665,5.30136,10000,
45.5,42,0.162,0.8,5.85535,5.84875,10000,
45.5,42,0.162,1,6.37304,6.3657,10000,
45.5,42,0.2,1e-07,3.5,3.5,10000,
45.5,42,0.2,0.2,4.23772,4.2351,10000,
45.5,42,0.2,0.4,4.99956,4.99336,10000,
45.5,42,0.2,0.6,5.67636,5.66866,10000,
45.5,42,0.2,0.8,6.29416,6.28512,10000,
45.5,42,0.2,1,6.86913,6.85915,10000,
45.5,45.2,0.0100001,1e-07,0.3,0.3,10000,
45.5,45.2,0.0100001,0.2,0.749753,0.749818,10000,
45.5,45.2,0.0100001,0.4,1.19502,1.19506,10000,
45.5,45.2,0.0100001,0.6,1.63586,1.63589,10000,
45.5,45.2,0.0100001,0.8,2.07232,2.07233,10000,
45.5,45.2,0.0100001,1,2.50443,2.50444,10000,
45.5,45.2,0.0480001,1e-07,0.3,0.3,10000,
45.5,45.2,0.0480001,0.2,0.871608,0.870502,10000,
45.5,45.2,0.0480001,0.4,1.33784,1.33657,10000,
45.5,45.2,0.0480001,0.6,1.77829,1.77719,10000,
45.5,45.2,0.0480001,0.8,2.20698,2.20635,10000,
45.5,45.2,0.0480001,1,2.62861,2.62881,10000,
45.5,45.2,0.0860001,1e-07,0.3,0.3,10000,
45.5,45.2,0.0860001,0.2,1.13082,1.12737,10000,
45.5,45.2,0.0860001,0.4,1.68605,1.68178,10000,
45.5,45.2,0.0860001,0.6,2.18004,2.17547,10000,
45.5,45.2,0.0860001,0.8,2.64321,2.63845,10000,
45.5,45.2,0.0860001,1,3.08702,3.08212,10000,
45.5,45.2,0.124,1e-07,0.3,0.3,10000,
45.5,45.2,0.124,0.2,1.41751,1.41069,10000,
45.5,45.2,0.124,0.4,2.08207,2.07308,10000,
45.5,45.2,0.124,0.6,2.65218,2.64207,10000,
45.5,45.2,0.124,0.8,3.17347,3.16286,10000,
45.5,45.2,0.124,1,3.66346,3.6526,10000,
45.5,45.2,0.162,1e-07,0.3,0.3,10000,
45.5,45.2,0.162,0.2,1.71296,1.70272,10000,
45.5,45.2,0.162,0.4,2.49358,2.47974,10000,
45.5,45.2,0.162,0.6,3.14765,3.13162,10000,
45.5,45.2,0.162,0.8,3.73567,3.71833,10000,
45.5,45.2,0.162,1,4.28102,4.26288,10000,
45.5,45.2,0.2,1e-07,0.3,0.3,10000,
45.5,45.2,0.2,0.2,2.01218,1.99887,10000,
45.5,45.2,0.2,0.4,2.91177,2.89365,10000,
45.5,45.2,0.2,0.6,3.65323,3.63201,10000,
45.5,45.2,0.2,0.8,4.31177,4.28837,10000,
45.5,45.2,0.2,1,4.91657,4.89167,10000,
45.5,48.4,0.0100001,1e-07,1e-07,1e-07,10000,
45.5,48.4,0.0100001,0.2,1e-07,1e-07,10000,
45.5,48.4,0.0100001,0.4,1.00001e-07,1e-07,10000,
45.5,48.4,0.0100001,0.6,1.70257e-06,6.13427e-05,10000,
45.5,48.4,0.0100001,0.8,0.0010039,0.00152105,10000,
45.5,48.4,0.0100001,1,0.0268167,0.026969,10000,
45.5,48.4,0.0480001,1e-07,1e-07,1e-07,10000,
45.5,48.4,0.0480001,0.2,0.00262553,0.00394229,10000,
45.5,48.4,0.0480001,0.4,0.0544504,0.0559627,10000,
45.5,48.4,0.0480001,0.6,0.187327,0.185951,10000,
45.5,48.4,0.0480001,0.8,0.38603,0.383228,10000,
45.5,48.4,0.0480001,1,0.632906,0.626982,10000,
45.5,48.4,0.0860001,1e-07,1e-07,1e-07,10000,
45.5,48.4,0.0860001,0.2,0.0739921,0.0758561,10000,
45.5,48.4,0.0860001,0.4,0.321055,0.318711,10000,
45.5,48.4,0.0860001,0.6,0.630917,0.626544,10000,
45.5,48.4,0.0860001,0.8,0.966386,0.958089,10000,
45.5,48.4,0.0860001,1,1.31479,1.30257,10000,
45.5,48.4,0.124,1e-07,1e-07,1e-07,10000,
45.5,48.4,0.124,0.2,0.244241,0.242934,10000,
45.5,48.4,0.124,0.4,0.684203,0.679794,10000,
45.5,48.4,0.124,0.6,1.1322,1.12349,10000,
45.5,48.4,0.124,0.8,1.57231,1.55877,10000,
45.5,48.4,0.124,1,2.00318,1.98564,10000,
45.5,48.4,0.162,1e-07,1e-07,1e-07,10000,
45.5,48.4,0.162,0.2,0.471156,0.46786,10000,
45.5,48.4,0.162,0.4,1.08344,1.07616,10000,
45.5,48.4,0.162,0.6,1.65198,1.63901,10000,
45.5,48.4,0.162,0.8,2.18561,2.16747,10000,
45.5,48.4,0.162,1,2.69286,2.67082,10000,
45.5,48.4,0.2,1e-07,1e-07,1e-07,10000,
45.5,48.4,0.2,0.2,0.728418,0.723971,10000,
45.5,48.4,0.2,0.4,1.49921,1.4887,10000,
45.5,48.4,0.2,0.6,2.1796,2.16297,10000,
45.5,48.4,0.2,0.8,2.80161,2.77981,10000,
45.5,48.4,0.2,1,3.38238,3.35686,10000,
45.5,51.6,0.0100001,1e-07,1e-07,1e-07,10000,
45.5,51.6,0.0100001,0.2,1e-07,1e-07,10000,
45.5,51.6,0.0100001,0.4,1e-07,1e-07,10000,
45.5,51.6,0.0100001,0.6,1e-07,1e-07,10000,
45.5,51.6,0.0100001,0.8,1e-07,1e-07,10000,
45.5,51.6,0.0100001,1,1e-07,1e-07,10000,
45.5,51.6,0.0480001,1e-07,1e-07,1e-07,10000,
45.5,51.6,0.0480001,0.2,1.06131e-07,1e-07,10000,
45.5,51.6,0.0480001,0.4,9.02177e-05,0.000799756,10000,
45.5,51.6,0.0480001,0.6,0.00279523,0.00485534,10000,
45.5,51.6,0.0480001,0.8,0.0173705,0.0208572,10000,
45.5,51.6,0.0480001,1,0.0553302,0.0586942,10000,
45.5,51.6,0.0860001,1e-07,1e-07,1e-07,10000,
45.5,51.6,0.0860001,0.2,0.000680853,0.00215661,10000,
45.5,51.6,0.0860001,0.4,0.0256105,0.0301767,10000,
45.5,51.6,0.0860001,0.6,0.107074,0.111382,10000,
45.5,51.6,0.0860001,0.8,0.242956,0.244345,10000,
45.5,51.6,0.0860001,1,0.421952,0.41983,10000,
45.5,51.6,0.124,1e-07,1e-07,1e-07,10000,
45.5,51.6,0.124,0.2,0.017852,0.02252,10000,
45.5,51.6,0.124,0.4,0.154052,0.158741,10000,
45.5,51.6,0.124,0.6,0.383522,0.383291,10000,
45.5,51.6,0.124,0.8,0.662497,0.658962,10000,
45.5,51.6,0.124,1,0.969269,0.964109,10000,
45.5,51.6,0.162,1e-07,1e-07,1e-07,10000,
45.5,51.6,0.162,0.2,0.0814311,0.0871611,10000,
45.5,51.6,0.162,0.4,0.384299,0.384802,10000,
45.5,51.6,0.162,0.6,0.766595,0.762857,10000,
45.5,51.6,0.162,0.8,1.1739,1.16834,10000,
45.5,51.6,0.162,1,1.58875,1.58132,10000,
45.5,51.6,0.2,1e-07,1e-07,1e-07,10000,
45.5,51.6,0.2,0.2,0.198377,0.203381,10000,
45.5,51.6,0.2,0.4,0.682843,0.680087,10000,
45.5,51.6,0.2,0.6,1.20833,1.20286,10000,
45.5,51.6,0.2,0.8,1.73087,1.72371,10000,
45.5,51.6,0.2,1,2.24171,2.23176,10000,
45.5,54.8,0.0100001,1e-07,1e-07,1e-07,10000,
45.5,54.8,0.0100001,0.2,1e-07,1e-07,10000,
45.5,54.8,0.0100001,0.4,1e-07,1e-07,10000,
45.5,54.8,0.0100001,0.6,1e-07,1e-07,10000,
45.5,54.8,0.0100001,0.8,1e-07,1e-07,10000,
45.5,54.8,0.0100001,1,1e-07,1e-07,10000,
45.5,54.8,0.0480001,1e-07,1e-07,1e-07,10000,
45.5,54.8,0.0480001,0.2,1e-07,1e-07,10000,
45.5,54.8,0.0480001,0.4,1.05852e-07,1e-07,10000,
45.5,54.8,0.0480001,0.6,5.48827e-06,0.000273423,10000,
45.5,54.8,0.0480001,0.8,0.000181825,0.00135448,10000,
45.5,54.8,0.0480001,1,0.00159163,0.00380909,10000,
45.5,54.8,0.0860001,1e-07,1e-07,1e-07,10000,
45.5,54.8,0.0860001,0.2,1.00949e-06,0.000151982,10000,
45.5,54.8,0.0860001,0.4,0.000854786,0.00298861,10000,
45.5,54.8,0.0860001,0.6,0.0106131,0.0155954,10000,
45.5,54.8,0.0860001,0.8,0.0418372,0.0487748,10000,
45.5,54.8,0.0860001,1,0.101689,0.1087,10000,
45.5,54.8,0.124,1e-07,1e-07,1e-07,10000,
45.5,54.8,0.124,0.2,0.000562666,0.00253705,10000,
45.5,54.8,0.124,0.4,0.0239501,0.0309617,10000,
45.5,54.8,0.124,0.6,0.103679,0.112175,10000,
45.5,54.8,0.124,0.8,0.238503,0.245791,10000,
45.5,54.8,0.124,1,0.416659,0.420255,10000,
45.5,54.8,0.162,1e-07,1e-07,1e-07,10000,
45.5,54.8,0.162,0.2,0.00896428,0.0140204,10000,
45.5,54.8,0.162,0.4,0.112188,0.121434,10000,
45.5,54.8,0.162,0.6,0.31642,0.323904,10000,
45.5,54.8,0.162,0.8,0.581556,0.583387,10000,
45.5,54.8,0.162,1,0.882594,0.880701,10000,
45.5,54.8,0.2,1e-07,1e-07,1e-07,10000,
45.5,54.8,0.2,0.2,0.0411169,0.0494943,10000,
45.5,54.8,0.2,0.4,0.27703,0.285919,10000,
45.5,54.8,0.2,0.6,0.625495,0.627953,10000,
45.5,54.8,0.2,0.8,1.02063,1.01878,10000,
45.5,54.8,0.2,1,1.43567,1.43166,10000,
45.5,58,0.0100001,1e-07,1e-07,1e-07,10000,
45.5,58,0.0100001,0.2,1e-07,1e-07,10000,
45.5,58,0.0100001,0.4,1e-07,1e-07,10000,
45.5,58,0.0100001,0.6,1e-07,1e-07,10000,
45.5,58,0.0100001,0.8,1e-07,1e-07,10000,
45.5,58,0.0100001,1,1e-07,1e-07,10000,
45.5,58,0.0480001,1e-07,1e-07,1e-07,10000,
45.5,58,0.0480001,0.2,1e-07,1e-07,10000,
45.5,58,0.0480001,0.4,1e-07,1e-07,10000,
45.5,58,0.0480001,0.6,1.01626e-07,1e-07,10000,
45.5,58,0.0480001,0.8,5.91859e-07,0.000137936,10000,
45.5,58,0.0480001,1,1.61123e-05,0.000510318,10000,
45.5,58,0.0860001,1e-07,1e-07,1e-07,10000,
45.5,58,0.0860001,0.2,1.0022e-07,1e-07,10000,
45.5,58,0.0860001,0.4,1.29774e-05,0.000518253,10000,
45.5,58,0.0860001,0.6,0.000639172,0.00306165,10000,
45.5,58,0.0860001,0.8,0.00505586,0.00969264,10000,
45.5,58,0.0860001,1,0.0187085,0.0260328,10000,
45.5,58,0.124,1e-07,1e-07,1e-07,10000,
45.5,58,0.124,0.2,8.38596e-06,0.000433448,10000,
45.5,58,0.124,0.4,0.00264917,0.00659509,10000,
45.5,58,0.124,0.6,0.022752,0.0312715,10000,
45.5,58,0.124,0.8,0.074209,0.0853034,10000,
45.5,58,0.124,1,0.160476,0.171819,10000,
45.5,58,0.162,1e-07,1e-07,1e-07,10000,
45.5,58,0.162,0.2,0.000654391,0.00329714,10000,
45.5,58,0.162,0.4,0.0273941,0.0368535,10000,
45.5,58,0.162,0.6,0.117307,0.130217,10000,
45.5,58,0.162,0.8,0.26755,0.279941,10000,
45.5,58,0.162,1,0.464047,0.474291,10000,
45.5,58,0.2,1e-07,1e-07,1e-07,10000,
45.5,58,0.2,0.2,0.00664331,0.0123622,10000,
45.5,58,0.2,0.4,0.101139,0.114308,10000,
45.5,58,0.2,0.6,0.304247,0.317745,10000,
45.5,58,0.2,0.8,0.576949,0.587528,10000,
45.5,58,0.2,1,0.891471,0.896143,10000,
46,42,0.0100001,1e-07,4,4,10000,
46,42,0.0100001,0.2,4.41791,4.41791,10000,
46,42,0.0100001,0.4,4.83166,4.83166,10000,
46,42,0.0100001,0.6,5.24129,5.24129,10000,
46,42,0.0100001,0.8,5.64684,5.64685,10000,
46,42,0.0100001,1,6.04836,6.04837,10000,
46,42,0.0480001,1e-07,4,4,10000,
46,42,0.0480001,0.2,4.41791,4.41799,10000,
46,42,0.0480001,0.4,4.8317,4.83221,10000,
46,42,0.0480001,0.6,5.24153,5.24253,10000,
46,42,0.0480001,0.8,5.64743,5.64879,10000,
46,42,0.0480001,1,6.04934,6.05099,10000,
46,42,0.0860001,1e-07,4,4,10000,
46,42,0.0860001,0.2,4.42018,4.42192,10000,
46,42,0.0860001,0.4,4.84968,4.85318,10000,
46,42,0.0860001,0.6,5.28082,5.28497,10000,
46,42,0.0860001,0.8,5.70702,5.71135,10000,
46,42,0.0860001,1,6.12639,6.13074,10000,
46,42,0.124,1e-07,4,4,10000,
46,42,0.124,0.2,4.45075,4.45427,10000,
46,42,0.124,0.4,4.95265,4.9555,10000,
46,42,0.124,0.6,5.44739,5.44882,10000,
46,42,0.124,0.8,5.92531,5.92489,10000,
46,42,0.124,1,6.38689,6.38539,10000,
46,42,0.162,1e-07,4,4,10000,
46,42,0.162,0.2,4.53566,4.53817,10000,
46,42,0.162,0.4,5.1477,5.14582,10000,
46,42,0.162,0.6,5.72525,5.72085,10000,
46,42,0.162,0.8,6.26835,6.26265,10000,
46,42,0.162,1,6.7833,6.7766,10000,
46,42,0.2,1e-07,4,4,10000,
46,42,0.2,0.2,4.67118,4.67014,10000,
46,42,0.2,0.4,5.40715,5.40177,10000,
46,42,0.2,0.6,6.07372,6.06642,10000,
46,42,0.2,0.8,6.68692,6.67863,10000,
46,42,0.2,1,7.25991,7.25078,10000,
46,45.2,0.0100001,1e-07,0.8,0.8,10000,
46,45.2,0.0100001,0.2,1.24975,1.24975,10000,
46,45.2,0.0100001,0.4,1.69502,1.69502,10000,
46,45.2,0.0100001,0.6,2.13586,2.13587,10000,
46,45.2,0.0100001,0.8,2.57232,2.57232,10000,
46,45.2,0.0100001,1,3.00443,3.00444,10000,
46,45.2,0.0480001,1e-07,0.8,0.8,10000,
46,45.2,0.0480001,0.2,1.2957,1.29628,10000,
46,45.2,0.0480001,0.4,1.76629,1.76686,10000,
46,45.2,0.0480001,0.6,2.21539,2.21629,10000,
46,45.2,0.0480001,0.8,2.65244,2.65381,10000,
46,45.2,0.0480001,1,3.08146,3.08334,10000,
46,45.2,0.0860001,1e-07,0.8,0.8,10000,
46,45.2,0.0860001,0.2,1.49229,1.49016,10000,
46,45.2,0.0860001,0.4,2.0516,2.04856,10000,
46,45.2,0.0860001,0.6,2.55343,2.54978,10000,
46,45.2,0.0860001,0.8,3.02456,3.02045,10000,
46,45.2,0.0860001,1,3.47587,3.47142,10000,
46,45.2,0.124,1e-07,0.8,0.8,10000,
46,45.2,0.124,0.2,1.74988,1.74554,10000,
46,45.2,0.124,0.4,2.41854,2.41204,10000,
46,45.2,0.124,0.6,2.99544,2.98776,10000,
46,45.2,0.124,0.8,3.52356,3.5152,10000,
46,45.2,0.124,1,4.02003,4.01126,10000,
46,45.2,0.162,1e-07,0.8,0.8,10000,
46,45.2,0.162,0.2,2.02965,2.02201,10000,
46,45.2,0.162,0.4,2.81466,2.80339,10000,
46,45.2,0.162,0.6,3.475,3.46155,10000,
46,45.2,0.162,0.8,4.06921,4.05433,10000,
46,45.2,0.162,1,4.62039,4.60461,10000,
46,45.2,0.2,1e-07,0.8,0.8,10000,
46,45.2,0.2,0.2,2.31952,2.30844,10000,
46,45.2,0.2,0.4,3.22393,3.20776,10000,
46,45.2,0.2,0.6,3.97147,3.95215,10000,
46,45.2,0.2,0.8,4.63589,4.61446,10000,
46,45.2,0.2,1,5.24619,5.22337,10000,
46,48.4,0.0100001,1e-07,1e-07,1e-07,10000,
46,48.4,0.0100001,0.2,1e-07,1e-07,10000,
46,48.4,0.0100001,0.4,1.29806e-07,1.30304e-05,10000,
46,48.4,0.0100001,0.6,0.000390765,0.00075642,10000,
46,48.4,0.0100001,0.8,0.0225492,0.0227451,10000,
46,48.4,0.0100001,1,0.164515,0.162882,10000,
46,48.4,0.0480001,1e-07,1e-07,1e-07,10000,
46,48.4,0.0480001,0.2,0.0110433,0.0126959,10000,
46,48.4,0.0480001,0.4,0.114484,0.114043,10000,
46,48.4,0.0480001,0.6,0.310405,0.308154,10000,
46,48.4,0.0480001,0.8,0.5662,0.560877,10000,
46,48.4,0.0480001,1,0.861551,0.853447,10000,
46,48.4,0.0860001,1e-07,1e-07,1e-07,10000,
46,48.4,0.0860001,0.2,0.133395,0.133169,10000,
46,48.4,0.0860001,0.4,0.451705,0.448584,10000,
46,48.4,0.0860001,0.6,0.810387,0.80351,10000,
46,48.4,0.0860001,0.8,1.18195,1.17082,10000,
46,48.4,0.0860001,1,1.55874,1.54463,10000,
46,48.4,0.124,1e-07,1e-07,1e-07,10000,
46,48.4,0.124,0.2,0.349285,0.346689,10000,
46,48.4,0.124,0.4,0.852189,0.845834,10000,
46,48.4,0.124,0.6,1.33754,1.32589,10000,
46,48.4,0.124,0.8,1.80407,1.78795,10000,
46,48.4,0.124,1,2.2554,2.23591,10000,
46,48.4,0.162,1e-07,1e-07,1e-07,10000,
46,48.4,0.162,0.2,0.607875,0.603906,10000,
46,48.4,0.162,0.4,1.2739,1.26391,10000,
46,48.4,0.162,0.6,1.87278,1.85672,10000,
46,48.4,0.162,0.8,2.42762,2.40709,10000,
46,48.4,0.162,1,2.95124,2.92725,10000,
46,48.4,0.2,1e-07,1e-07,1e-07,10000,
46,48.4,0.2,0.2,0.887511,0.881661,10000,
46,48.4,0.2,0.4,1.70494,1.69146,10000,
46,48.4,0.2,0.6,2.4112,2.39147,10000,
46,48.4,0.2,0.8,3.05127,3.02711,10000,
46,48.4,0.2,1,3.64602,3.61843,10000,
46,51.6,0.0100001,1e-07,1e-07,1e-07,10000,
46,51.6,0.0100001,0.2,1e-07,1e-07,10000,
46,51.6,0.0100001,0.4,1e-07,1e-07,10000,
46,51.6,0.0100001,0.6,1e-07,1e-07,10000,
46,51.6,0.0100001,0.8,1e-07,1e-07,10000,
46,51.6,0.0100001,1,1.00003e-07,1e-07,10000,
46,51.6,0.0480001,1e-07,1e-07,1e-07,10000,
46,51.6,0.0480001,0.2,2.01355e-07,4.59367e-05,10000,
46,51.6,0.0480001,0.4,0.000356663,0.00139684,10000,
46,51.6,0.0480001,0.6,0.00686724,0.00958463,10000,
46,51.6,0.0480001,0.8,0.0336394,0.0371024,10000,
46,51.6,0.0480001,1,0.0929236,0.0954274,10000,
46,51.6,0.0860001,1e-07,1e-07,1e-07,10000,
46,51.6,0.0860001,0.2,0.00180838,0.00374649,10000,
46,51.6,0.0860001,0.4,0.0430131,0.0475685,10000,
46,51.6,0.0860001,0.6,0.153675,0.156789,10000,
46,51.6,0.0860001,0.8,0.32167,0.320788,10000,
46,51.6,0.0860001,1,0.531638,0.528253,10000,
46,51.6,0.124,1e-07,1e-07,1e-07,10000,
46,51.6,0.124,0.2,0.0303879,0.0351285,10000,
46,51.6,0.124,0.4,0.207872,0.21099,10000,
46,51.6,0.124,0.6,0.476622,0.474472,10000,
46,51.6,0.124,0.8,0.788435,0.78377,10000,
46,51.6,0.124,1,1.12265,1.11655,10000,
46,51.6,0.162,1e-07,1e-07,1e-07,10000,
46,51.6,0.162,0.2,0.115796,0.1207,10000,
46,51.6,0.162,0.4,0.472702,0.471264,10000,
46,51.6,0.162,0.6,0.894402,0.889471,10000,
46,51.6,0.162,0.8,1.33138,1.32483,10000,
46,51.6,0.162,1,1.76975,1.76037,10000,
46,51.6,0.2,1e-07,1e-07,1e-07,10000,
46,51.6,0.2,0.2,0.257072,0.260329,10000,
46,51.6,0.2,0.4,0.799231,0.795271,10000,
46,51.6,0.2,0.6,1.36162,1.35549,10000,
46,51.6,0.2,0.8,1.91066,1.90187,10000,
46,51.6,0.2,1,2.44204,2.42954,10000,
46,54.8,0.0100001,1e-07,1e-07,1e-07,10000,
46,54.8,0.0100001,0.2,1e-07,1e-07,10000,
46,54.8,0.0100001,0.4,1e-07,1e-07,10000,
46,54.8,0.0100001,0.6,1e-07,1e-07,10000,
46,54.8,0.0100001,0.8,1e-07,1e-07,10000,
46,54.8,0.0100001,1,1e-07,1e-07,10000,
46,54.8,0.0480001,1e-07,1e-07,1e-07,10000,
46,54.8,0.0480001,0.2,1e-07,1e-07,10000,
46,54.8,0.0480001,0.4,1.4479e-07,3.11916e-05,10000,
46,54.8,0.0480001,0.6,2.03177e-05,0.000462233,10000,
46,54.8,0.0480001,0.8,0.000477912,0.00199132,10000,
46,54.8,0.0480001,1,0.00338309,0.00610654,10000,
46,54.8,0.0860001,1e-07,1e-07,1e-07,10000,
46,54.8,0.0860001,0.2,3.71445e-06,0.000227091,10000,
46,54.8,0.0860001,0.4,0.00173306,0.0042735,10000,
46,54.8,0.0860001,0.6,0.0171592,0.0227748,10000,
46,54.8,0.0860001,0.8,0.0603365,0.067277,10000,
46,54.8,0.0860001,1,0.136843,0.143021,10000,
46,54.8,0.124,1e-07,1e-07,1e-07,10000,
46,54.8,0.124,0.2,0.00115,0.00348236,10000,
46,54.8,0.124,0.4,0.035171,0.0423526,10000,
46,54.8,0.124,0.6,0.135927,0.143501,10000,
46,54.8,0.124,0.8,0.294987,0.300631,10000,
46,54.8,0.124,1,0.497187,0.498,10000,
46,54.8,0.162,1e-07,1e-07,1e-07,10000,
46,54.8,0.162,0.2,0.0141175,0.0199932,10000,
46,54.8,0.162,0.4,0.144657,0.152984,10000,
46,54.8,0.162,0.6,0.38038,0.386002,10000,
46,54.8,0.162,0.8,0.673984,0.67391,10000,
46,54.8,0.162,1,0.999794,0.996498,10000,
46,54.8,0.2,1e-07,1e-07,1e-07,10000,
46,54.8,0.2,0.2,0.0568244,0.0653077,10000,
46,54.8,0.2,0.4,0.334054,0.341337,10000,
46,54.8,0.2,0.6,0.718346,0.718882,10000,
46,54.8,0.2,0.8,1.14225,1.13911,10000,
46,54.8,0.2,1,1.58083,1.57586,10000,
46,58,0.0100001,1e-07,1e-07,1e-07,10000,
46,58,0.0100001,0.2,1e-07,1e-07,10000,
46,58,0.0100001,0.4,1e-07,1e-07,10000,
46,58,0.0100001,0.6,1e-07,1e-07,10000,
46,58,0.0100001,0.8,1e-07,1e-07,10000,
46,58,0.0100001,1,1e-07,1e-07,10000,
46,58,0.0480001,1e-07,1e-07,1e-07,10000,
46,58,0.0480001,0.2,1e-07,1e-07,10000,
46,58,0.0480001,0.4,1e-07,1e-07,10000,
46,58,0.0480001,0.6,1.09287e-07,1e-07,10000,
46,58,0.0480001,0.8,1.86006e-06,0.000200688,10000,
46,58,0.0480001,1,4.3401e-05,0.000775915,10000,
46,58,0.0860001,1e-07,1e-07,1e-07,10000,
46,58,0.0860001,0.2,1.01296e-07,1e-07,10000,
46,58,0.0860001,0.4,3.16384e-05,0.00072687,10000,
46,58,0.0860001,0.6,0.00116617,0.00397011,10000,
46,58,0.0860001,0.8,0.00795808,0.0131577,10000,
46,58,0.0860001,1,0.0269409,0.0348935,10000,
46,58,0.124,1e-07,1e-07,1e-07,10000,
46,58,0.124,0.2,2.04286e-05,0.000627516,10000,
46,58,0.124,0.4,0.00423803,0.00881221,10000,
46,58,0.124,0.6,0.0314966,0.0406857,10000,
46,58,0.124,0.8,0.095459,0.106557,10000,
46,58,0.124,1,0.197404,0.207853,10000,
46,58,0.162,1e-07,1e-07,1e-07,10000,
46,58,0.162,0.2,0.00114191,0.00416144,10000,
46,58,0.162,0.4,0.0370491,0.0471224,10000,
46,58,0.162,0.6,0.145356,0.157671,10000,
46,58,0.162,0.8,0.316934,0.328374,10000,
46,58,0.162,1,0.534674,0.542952,10000,
46,58,0.2,1e-07,1e-07,1e-07,10000,
46,58,0.2,0.2,0.00979652,0.0161468,10000,
46,58,0.2,0.4,0.125681,0.13876,10000,
46,58,0.2,0.6,0.356153,0.368524,10000,
46,58,0.2,0.8,0.654702,0.662604,10000,
46,58,0.2,1,0.992235,0.994967,10000,
46.5,42,0.0100001,1e-07,4.5,4.5,10000,
46.5,42,0.0100001,0.2,4.91791,4.91791,10000,
46.5,42,0.0100001,0.4,5.33166,5.33166,10000,
46.5,42,0.0100001,0.6,5.74129,5.74129,10000,
46.5,42,0.0100001,0.8,6.14684,6.14685,10000,
46.5,42,0.0100001,1,6.54836,6.54837,10000,
46.5,42,0.0480001,1e-07,4.5,4.5,10000,
46.5,42,0.0480001,0.2,4.91791,4.91795,10000,
46.5,42,0.0480001,0.4,5.33166,5.33197,10000,
46.5,42,0.0480001,0.6,5.74137,5.74212,10000,
46.5,42,0.0480001,0.8,6.14708,6.1482,10000,
46.5,42,0.0480001,1,6.5488,6.5502,10000,
46.5,42,0.0860001,1e-07,4.5,4.5,10000,
46.5,42,0.0860001,0.2,4.9188,4.92019,10000,
46.5,42,0.0860001,0.4,5.34205,5.34542,10000,
46.5,42,0.0860001,0.6,5.76737,5.77161,10000,
46.5,42,0.0860001,0.8,6.18945,6.19422,10000,
46.5,42,0.0860001,1,6.6061,6.6112,10000,
46.5,42,0.124,1e-07,4.5,4.5,10000,
46.5,42,0.124,0.2,4.93775,4.94135,10000,
46.5,42,0.124,0.4,5.42065,5.42429,10000,
46.5,42,0.124,0.6,5.90418,5.90707,10000,
46.5,42,0.124,0.8,6.37559,6.37741,10000,
46.5,42,0.124,1,6.83334,6.83403,10000,
46.5,42,0.162,1e-07,4.5,4.5,10000,
46.5,42,0.162,0.2,5.00247,5.00583,10000,
46.5,42,0.162,0.4,5.58886,5.58874,10000,
46.5,42,0.162,0.6,6.15405,6.151,10000,
46.5,42,0.162,0.8,6.69064,6.68583,10000,
46.5,42,0.162,1,7.20208,7.19627,10000,
46.5,42,0.2,1e-07,4.5,4.5,10000,
46.5,42,0.2,0.2,5.11683,5.11808,10000,
46.5,42,0.2,0.4,5.82576,5.82126,10000,
46.5,42,0.2,0.6,6.48077,6.47393,10000,
46.5,42,0.2,0.8,7.08833,7.08038,10000,
46.5,42,0.2,1,7.65853,7.65001,10000,
46.5,45.2,0.0100001,1e-07,1.3,1.3,10000,
46.5,45.2,0.0100001,0.2,1.74975,1.74975,10000,
46.5,45.2,0.0100001,0.4,2.19502,2.19502,10000,
