0.01,6.07001e-078202
0.012,2.31016e-058202
0.014,0.0002313968202
0.016,0.001118258202
0.018,0.003497238202
0.02,0.00828258202
0.022,0.0162658202
0.024,0.02800058202
0.026,0.04379748202
0.028,0.06375748202
0.03,0.087838202
0.032,0.1158648202
0.034,0.1476488202
0.036,0.1829388202
0.038,0.221488202
0.04,0.2630228202
0.042,0.307328202
0.044,0.3541468202
0.046,0.4032878202
0.048,0.4545488202
0.05,0.5077498202
0.052,0.5627278202
0.054,0.6193358202
0.056,0.6774398202
0.058,0.7369188202
0.06,0.797668202
0.062,0.8595688202
0.064,0.9225518202
0.066,0.9865278202
0.068,1.051428202
0.07,1.117178202
0.072,1.18378202
0.074,1.250978202
0.076,1.318938202
0.078,1.387528202
0.08,1.45678202
0.082,1.526448202
0.084,1.596698202
0.086,1.667448202
0.088,1.738638202
0.09,1.810268202
0.092,1.882288202
0.094,1.954698202
0.096,2.027458202
0.098,2.100548202
0.1,2.173958202
0.102,2.247668202
0.104,2.321658202
0.106,2.395918202
0.108,2.470428202
0.11,2.545178202
0.112,2.620148202
0.114,2.695338202
0.116,2.770738202
0.118,2.846328202
0.12,2.92218202
0.122,2.998058202
0.124,3.074168202
0.126,3.150448202
0.128,3.226878202
0.13,3.303458202
0.132,3.380168202
0.134,3.4578202
0.136,3.533978202
0.138,3.611068202
0.14,3.688278202
0.142,3.765598202
0.144,3.843018202
0.146,3.920538202
0.148,3.998158202
0.15,4.075868202
0.152,4.153678202
0.154,4.231558202
0.156,4.309528202
0.158,4.387578202
0.16,4.465698202
0.162,4.543888202
0.164,4.622148202
0.166,4.700478202
0.168,4.778878202
0.17,4.857328202
0.172,4.935838202
0.174,5.01448202
0.176,5.093038202
0.178,5.17178202
0.18,5.250438202
0.182,5.329218202
0.184,5.408038202
0.186,5.486898202
0.188,5.56588202
0.19,5.644768202
0.192,5.723758202
0.194,5.802788202
0.196,5.881848202
0.198,5.960948202
0.2,6.040088202
0.202,6.119258202
0.204,6.198448202
0.206,6.277678202
0.208,6.356938202
0.21,6.436228202
