Spot, Strike, Vol, Expiry, BSC_An_Vega, BSC_Bumped_Vega, blank, blank 
46,50,0.162,0.2,5.09397,5.09396,1e-07,
46,50,0.162,0.4,9.88082,9.88088,1e-07,
46,50,0.162,0.6,13.3102,13.3102,1e-07,
46,50,0.162,0.8,15.9966,15.9966,1e-07,
46,50,0.162,1,18.2084,18.2083,1e-07,
46,50,0.2,1e-07,1e-07,1e-07,1e-07,
46,50,0.2,0.2,6.07463,6.07466,1e-07,
46,50,0.2,0.4,10.5456,10.5456,1e-07,
46,50,0.2,0.6,13.7167,13.7166,1e-07,
46,50,0.2,0.8,16.2228,16.2227,1e-07,
46,50,0.2,1,18.3103,18.3103,1e-07,
46.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
46.5,50,0.0100001,0.2,1e-07,1e-07,1e-07,
46.5,50,0.0100001,0.4,1e-07,1e-07,1e-07,
46.5,50,0.0100001,0.6,4.15394e-06,4.12079e-06,1e-07,
46.5,50,0.0100001,0.8,0.0222572,0.0222312,1e-07,
46.5,50,0.0100001,1,1.46904,1.46911,1e-07,
46.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
46.5,50,0.0480001,0.2,0.122319,0.122299,1e-07,
46.5,50,0.0480001,0.4,2.68894,2.68897,1e-07,
46.5,50,0.0480001,0.6,7.61969,7.61963,1e-07,
46.5,50,0.0480001,0.8,12.6445,12.6446,1e-07,
46.5,50,0.0480001,1,16.7929,16.7929,1e-07,
46.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
46.5,50,0.0860001,0.2,2.27849,2.27849,1e-07,
46.5,50,0.0860001,0.4,7.54733,7.54733,1e-07,
46.5,50,0.0860001,0.6,11.9608,11.9609,1e-07,
46.5,50,0.0860001,0.8,15.4073,15.4073,1e-07,
46.5,50,0.0860001,1,18.1095,18.1094,1e-07,
46.5,50,0.124,1e-07,1e-07,1e-07,1e-07,
46.5,50,0.124,0.2,4.52735,4.52731,1e-07,
46.5,50,0.124,0.4,9.6139,9.61397,1e-07,
46.5,50,0.124,0.6,13.29,13.29,1e-07,
46.5,50,0.124,0.8,16.1282,16.1281,1e-07,
46.5,50,0.124,1,18.4177,18.4176,1e-07,
46.5,50,0.162,1e-07,1e-07,1e-07,1e-07,
46.5,50,0.162,0.2,5.89128,5.8913,1e-07,
46.5,50,0.162,0.4,10.5456,10.5456,1e-07,
46.5,50,0.162,0.6,13.8304,13.8304,1e-07,
46.5,50,0.162,0.8,16.4009,16.4009,1e-07,
46.5,50,0.162,1,18.5193,18.5193,1e-07,
46.5,50,0.2,1e-07,1e-07,1e-07,1e-07,
46.5,50,0.2,0.2,6.69517,6.69522,1e-07,
46.5,50,0.2,0.4,11.0264,11.0263,1e-07,
46.5,50,0.2,0.6,14.0923,14.0923,1e-07,
46.5,50,0.2,0.8,16.5213,16.5213,1e-07,
46.5,50,0.2,1,18.5493,18.5494,1e-07,
47,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
47,50,0.0100001,0.2,1e-07,1e-07,1e-07,
47,50,0.0100001,0.4,1.03662e-07,1.0386e-07,1e-07,
47,50,0.0100001,0.6,0.00310341,0.00309601,1e-07,
47,50,0.0100001,0.8,0.851915,0.851948,1e-07,
47,50,0.0100001,1,9.31856,9.31846,1e-07,
47,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
47,50,0.0480001,0.2,0.464119,0.464138,1e-07,
47,50,0.0480001,0.4,4.67638,4.67632,1e-07,
47,50,0.0480001,0.6,10.2172,10.2172,1e-07,
47,50,0.0480001,0.8,14.8877,14.8877,1e-07,
47,50,0.0480001,1,18.2882,18.2881,1e-07,
47,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
47,50,0.0860001,0.2,3.46465,3.4646,1e-07,
47,50,0.0860001,0.4,9.00035,9.00041,1e-07,
47,50,0.0860001,0.6,13.1536,13.1536,1e-07,
47,50,0.0860001,0.8,16.2712,16.2711,1e-07,
47,50,0.0860001,1,18.6657,18.6657,1e-07,
47,50,0.124,1e-07,1e-07,1e-07,1e-07,
47,50,0.124,0.2,5.55391,5.55391,1e-07,
47,50,0.124,0.4,10.4927,10.4927,1e-07,
47,50,0.124,0.6,13.9505,13.9504,1e-07,
47,50,0.124,0.8,16.603,16.603,1e-07,
47,50,0.124,1,18.7396,18.7397,1e-07,
47,50,0.162,1e-07,1e-07,1e-07,1e-07,
47,50,0.162,0.2,6.65536,6.6554,1e-07,
47,50,0.162,0.4,11.1247,11.1247,1e-07,
47,50,0.162,0.6,14.2606,14.2606,1e-07,
47,50,0.162,0.8,16.7191,16.7191,1e-07,
47,50,0.162,1,18.7497,18.7498,1e-07,
47,50,0.2,1e-07,1e-07,1e-07,1e-07,
47,50,0.2,0.2,7.26622,7.26626,1e-07,
47,50,0.2,0.4,11.441,11.4409,1e-07,
47,50,0.2,0.6,14.4049,14.4048,1e-07,
47,50,0.2,0.8,16.7617,16.7618,1e-07,
47,50,0.2,1,18.7348,18.7348,1e-07,
47.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
47.5,50,0.0100001,0.2,1e-07,1e-07,1e-07,
47.5,50,0.0100001,0.4,5.88869e-05,5.85595e-05,1e-07,
47.5,50,0.0100001,0.6,0.339137,0.339117,1e-07,
47.5,50,0.0100001,0.8,7.68093,7.68083,1e-07,
47.5,50,0.0100001,1,18.8039,18.8038,1e-07,
47.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
47.5,50,0.0480001,0.2,1.35998,1.36002,1e-07,
47.5,50,0.0480001,0.4,7.15556,7.15553,1e-07,
47.5,50,0.0480001,0.6,12.5895,12.5895,1e-07,
47.5,50,0.0480001,0.8,16.4617,16.4616,1e-07,
47.5,50,0.0480001,1,18.9497,18.9498,1e-07,
47.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
47.5,50,0.0860001,0.2,4.86061,4.86058,1e-07,
47.5,50,0.0860001,0.4,10.3131,10.3132,1e-07,
47.5,50,0.0860001,0.6,14.0888,14.0888,1e-07,
47.5,50,0.0860001,0.8,16.85,16.8499,1e-07,
47.5,50,0.0860001,1,18.9424,18.9424,1e-07,
47.5,50,0.124,1e-07,1e-07,1e-07,1e-07,
47.5,50,0.124,0.2,6.55412,6.55417,1e-07,
47.5,50,0.124,0.4,11.2336,11.2336,1e-07,
47.5,50,0.124,0.6,14.4587,14.4587,1e-07,
47.5,50,0.124,0.8,16.931,16.931,1e-07,
47.5,50,0.124,1,18.9246,18.9246,1e-07,
47.5,50,0.162,1e-07,1e-07,1e-07,1e-07,
47.5,50,0.162,0.2,7.3495,7.34953,1e-07,
47.5,50,0.162,0.4,11.6039,11.6038,1e-07,
47.5,50,0.162,0.6,14.5947,14.5947,1e-07,
47.5,50,0.162,0.8,16.9489,16.949,1e-07,
47.5,50,0.162,1,18.8993,18.8993,1e-07,
47.5,50,0.2,1e-07,1e-07,1e-07,1e-07,
47.5,50,0.2,0.2,7.76905,7.76905,1e-07,
47.5,50,0.2,0.4,11.7834,11.7833,1e-07,
47.5,50,0.2,0.6,14.652,14.652,1e-07,
47.5,50,0.2,0.8,16.9433,16.9434,1e-07,
47.5,50,0.2,1,18.867,18.867,1e-07,
48,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
48,50,0.0100001,0.2,1.00422e-07,1.00417e-07,1e-07,
48,50,0.0100001,0.4,0.0542085,0.0541781,1e-07,
48,50,0.0100001,0.6,5.61977,5.6197,1e-07,
48,50,0.0100001,0.8,17.0623,17.0623,1e-07,
48,50,0.0100001,1,12.5094,12.5094,1e-07,
48,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
48,50,0.0480001,0.2,3.10212,3.10209,1e-07,
48,50,0.0480001,0.4,9.6716,9.67167,1e-07,
48,50,0.0480001,0.6,14.2924,14.2923,1e-07,
48,50,0.0480001,0.8,17.1275,17.1276,1e-07,
48,50,0.0480001,1,18.7109,18.7108,1e-07,
48,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
48,50,0.0860001,0.2,6.30695,6.30698,1e-07,
48,50,0.0860001,0.4,11.3689,11.3689,1e-07,
48,50,0.0860001,0.6,14.7097,14.7097,1e-07,
48,50,0.0860001,0.8,17.121,17.121,1e-07,
48,50,0.0860001,1,18.9358,18.9358,1e-07,
48,50,0.124,1e-07,1e-07,1e-07,1e-07,
48,50,0.124,0.2,7.44922,7.44925,1e-07,
48,50,0.124,0.4,11.8049,11.8048,1e-07,
48,50,0.124,0.6,14.802,14.802,1e-07,
48,50,0.124,0.8,17.1078,17.1078,1e-07,
48,50,0.124,1,18.9729,18.973,1e-07,
48,50,0.162,1e-07,1e-07,1e-07,1e-07,
48,50,0.162,0.2,7.93912,7.9391,1e-07,
48,50,0.162,0.4,11.9719,11.9719,1e-07,
48,50,0.162,0.6,14.8288,14.8289,1e-07,
48,50,0.162,0.8,17.0894,17.0894,1e-07,
48,50,0.162,1,18.9687,18.9687,1e-07,
48,50,0.2,1e-07,1e-07,1e-07,1e-07,
48,50,0.2,0.2,8.18726,8.18723,1e-07,
48,50,0.2,0.4,12.049,12.049,1e-07,
48,50,0.2,0.6,14.8325,14.8326,1e-07,
48,50,0.2,0.8,17.0661,17.066,1e-07,
48,50,0.2,1,18.9465,18.9465,1e-07,
48.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
48.5,50,0.0100001,0.2,0.000249527,0.000248531,1e-07,
48.5,50,0.0100001,0.4,3.13386,3.13387,1e-07,
48.5,50,0.0100001,0.6,14.9644,14.9645,1e-07,
48.5,50,0.0100001,0.8,9.75087,9.75081,1e-07,
48.5,50,0.0100001,1,2.8395,2.8396,1e-07,
48.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
48.5,50,0.0480001,0.2,5.55052,5.55052,1e-07,
48.5,50,0.0480001,0.4,11.5912,11.5911,1e-07,
48.5,50,0.0480001,0.6,14.9871,14.9872,1e-07,
48.5,50,0.0480001,0.8,16.7997,16.7996,1e-07,
48.5,50,0.0480001,1,17.6318,17.6317,1e-07,
48.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
48.5,50,0.0860001,0.2,7.5872,7.58723,1e-07,
48.5,50,0.0860001,0.4,12.0715,12.0715,1e-07,
48.5,50,0.0860001,0.6,14.9822,14.9823,1e-07,
48.5,50,0.0860001,0.8,17.079,17.079,1e-07,
48.5,50,0.0860001,1,18.655,18.6549,1e-07,
48.5,50,0.124,1e-07,1e-07,1e-07,1e-07,
48.5,50,0.124,0.2,8.16367,8.16364,1e-07,
48.5,50,0.124,0.4,12.1831,12.1831,1e-07,
48.5,50,0.124,0.6,14.9734,14.9734,1e-07,
48.5,50,0.124,0.8,17.1337,17.1337,1e-07,
48.5,50,0.124,1,18.8878,18.8878,1e-07,
48.5,50,0.162,1e-07,1e-07,1e-07,1e-07,
48.5,50,0.162,0.2,8.39475,8.3947,1e-07,
48.5,50,0.162,0.4,12.2214,12.2214,1e-07,
48.5,50,0.162,0.6,14.9613,14.9613,1e-07,
48.5,50,0.162,0.8,17.1413,17.1414,1e-07,
48.5,50,0.162,1,18.9594,18.9594,1e-07,
48.5,50,0.2,1e-07,1e-07,1e-07,1e-07,
48.5,50,0.2,0.2,8.50773,8.50768,1e-07,
48.5,50,0.2,0.4,12.2349,12.2349,1e-07,
48.5,50,0.2,0.6,14.9459,14.9459,1e-07,
48.5,50,0.2,0.8,17.1305,17.1305,1e-07,
48.5,50,0.2,1,18.9742,18.9743,1e-07,
49,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
49,50,0.0100001,0.2,0.651082,0.651116,1e-07,
49,50,0.0100001,0.4,12.3582,12.3583,1e-07,
49,50,0.0100001,0.6,6.77115,6.77107,1e-07,
49,50,0.0100001,0.8,1.49454,1.49462,1e-07,
49,50,0.0100001,1,0.227314,0.227266,1e-07,
49,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
49,50,0.0480001,0.2,7.84798,7.84799,1e-07,
49,50,0.0480001,0.4,12.3629,12.363,1e-07,
49,50,0.0480001,0.6,14.5513,14.5512,1e-07,
49,50,0.0480001,0.8,15.5625,15.5625,1e-07,
49,50,0.0480001,1,15.8792,15.8793,1e-07,
49,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
49,50,0.0860001,0.2,8.48155,8.4815,1e-07,
49,50,0.0860001,0.4,12.3599,12.36,1e-07,
49,50,0.0860001,0.6,14.8976,14.8976,1e-07,
49,50,0.0860001,0.8,16.7358,16.7357,1e-07,
49,50,0.0860001,1,18.1203,18.1202,1e-07,
49,50,0.124,1e-07,1e-07,1e-07,1e-07,
49,50,0.124,0.2,8.63613,8.6361,1e-07,
49,50,0.124,0.4,12.3551,12.3551,1e-07,
49,50,0.124,0.6,14.9725,14.9725,1e-07,
49,50,0.124,0.8,17.0124,17.0124,1e-07,
49,50,0.124,1,18.6751,18.675,1e-07,
49,50,0.162,1e-07,1e-07,1e-07,1e-07,
49,50,0.162,0.2,8.69451,8.6945,1e-07,
49,50,0.162,0.4,12.3484,12.3484,1e-07,
49,50,0.162,0.6,14.9926,14.9926,1e-07,
49,50,0.162,0.8,17.1064,17.1064,1e-07,
49,50,0.162,1,18.874,18.874,1e-07,
49,50,0.2,1e-07,1e-07,1e-07,1e-07,
49,50,0.2,0.2,8.72121,8.72122,1e-07,
49,50,0.2,0.4,12.3399,12.3399,1e-07,
49,50,0.2,0.6,14.9928,14.9929,1e-07,
49,50,0.2,0.8,17.1378,17.1379,1e-07,
49,50,0.2,1,18.9515,18.9516,1e-07,
49.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
49.5,50,0.0100001,0.2,8.83106,8.83111,1e-07,
49.5,50,0.0100001,0.4,3.6055,3.60549,1e-07,
49.5,50,0.0100001,0.6,0.549396,0.549401,1e-07,
49.5,50,0.0100001,0.8,0.0639495,0.0639085,1e-07,
49.5,50,0.0100001,1,0.00662559,0.0066121,1e-07,
49.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
49.5,50,0.0480001,0.2,8.8311,8.83115,1e-07,
49.5,50,0.0480001,0.4,11.7763,11.7763,1e-07,
49.5,50,0.0480001,0.6,13.112,13.112,1e-07,
49.5,50,0.0480001,0.8,13.639,13.6391,1e-07,
49.5,50,0.0480001,1,13.6867,13.6867,1e-07,
49.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
49.5,50,0.0860001,0.2,8.83,8.83003,1e-07,
49.5,50,0.0860001,0.4,12.2168,12.2168,1e-07,
49.5,50,0.0860001,0.6,14.4725,14.4724,1e-07,
49.5,50,0.0860001,0.8,16.1182,16.1181,1e-07,
49.5,50,0.0860001,1,17.3612,17.3612,1e-07,
49.5,50,0.124,1e-07,1e-07,1e-07,1e-07,
49.5,50,0.124,0.2,8.82824,8.82826,1e-07,
49.5,50,0.124,0.4,12.3184,12.3184,1e-07,
49.5,50,0.124,0.6,14.8044,14.8043,1e-07,
49.5,50,0.124,0.8,16.7515,16.7514,1e-07,
49.5,50,0.124,1,18.3428,18.3427,1e-07,
49.5,50,0.162,1e-07,1e-07,1e-07,1e-07,
49.5,50,0.162,0.2,8.82584,8.82586,1e-07,
49.5,50,0.162,0.4,12.3528,12.3529,1e-07,
49.5,50,0.162,0.6,14.925,14.925,1e-07,
49.5,50,0.162,0.8,16.9879,16.9878,1e-07,
49.5,50,0.162,1,18.7159,18.7158,1e-07,
49.5,50,0.2,1e-07,1e-07,1e-07,1e-07,
49.5,50,0.2,0.2,8.82281,8.82282,1e-07,
49.5,50,0.2,0.4,12.3644,12.3645,1e-07,
49.5,50,0.2,0.6,14.9746,14.9746,1e-07,
49.5,50,0.2,0.8,17.0896,17.0896,1e-07,
49.5,50,0.2,1,18.8801,18.8801,1e-07,
50,50,0.0100001,1e-07,nan,nan,1e-07,
50,50,0.0100001,0.2,0.728595,0.728633,1e-07,
50,50,0.0100001,0.4,0.0841575,0.0841244,1e-07,
50,50,0.0100001,0.6,0.0084185,0.00840412,1e-07,
50,50,0.0100001,0.8,0.000794044,0.000791186,1e-07,
50,50,0.0100001,1,7.25997e-05,7.21789e-05,1e-07,
50,50,0.0480001,1e-07,nan,nan,1e-07,
50,50,0.0480001,0.2,7.96296,7.96297,1e-07,
50,50,0.0480001,0.4,10.0524,10.0525,1e-07,
50,50,0.0480001,0.6,10.9899,10.99,1e-07,
50,50,0.0480001,0.8,11.3277,11.3278,1e-07,
50,50,0.0480001,1,11.3052,11.3051,1e-07,
50,50,0.0860001,1e-07,nan,nan,1e-07,
50,50,0.0860001,0.2,8.57953,8.57948,1e-07,
50,50,0.0860001,0.4,11.6693,11.6693,1e-07,
50,50,0.0860001,0.6,13.7455,13.7455,1e-07,
50,50,0.0860001,0.8,15.265,15.2651,1e-07,
50,50,0.0860001,1,16.4142,16.4143,1e-07,
50,50,0.124,1e-07,nan,nan,1e-07,
50,50,0.124,0.2,8.72962,8.72959,1e-07,
50,50,0.124,0.4,12.0812,12.0812,1e-07,
50,50,0.124,0.6,14.4796,14.4795,1e-07,
50,50,0.124,0.8,16.3616,16.3616,1e-07,
50,50,0.124,1,17.9012,17.9011,1e-07,
50,50,0.162,1e-07,nan,nan,1e-07,
50,50,0.162,0.2,8.78621,8.7862,1e-07,
50,50,0.162,0.4,12.2384,12.2383,1e-07,
50,50,0.162,0.6,14.763,14.7629,1e-07,
50,50,0.162,0.8,16.79,16.7899,1e-07,
50,50,0.162,1,18.489,18.4889,1e-07,
50,50,0.2,1e-07,nan,nan,1e-07,
50,50,0.2,0.2,8.81201,8.81202,1e-07,
50,50,0.2,0.4,12.3103,12.3103,1e-07,
50,50,0.2,0.6,14.8935,14.8934,1e-07,
50,50,0.2,0.8,16.9881,16.988,1e-07,
50,50,0.2,1,18.762,18.7619,1e-07,
50.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
50.5,50,0.0100001,0.2,0.000425681,0.000424168,1e-07,
50.5,50,0.0100001,0.4,0.000169564,0.000168776,1e-07,
50.5,50,0.0100001,0.6,2.57081e-05,2.5541e-05,1e-07,
50.5,50,0.0100001,0.8,3.06838e-06,3.04236e-06,1e-07,
50.5,50,0.0100001,1,4.06771e-07,4.03402e-07,1e-07,
50.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
50.5,50,0.0480001,0.2,5.7916,5.79161,1e-07,
50.5,50,0.0480001,0.4,7.71474,7.71473,1e-07,
50.5,50,0.0480001,0.6,8.58663,8.58658,1e-07,
50.5,50,0.0480001,0.8,8.93017,8.93009,1e-07,
50.5,50,0.0480001,1,8.9604,8.96029,1e-07,
50.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
50.5,50,0.0860001,0.2,7.79606,7.79608,1e-07,
50.5,50,0.0860001,0.4,10.7827,10.7827,1e-07,
50.5,50,0.0860001,0.6,12.7721,12.7722,1e-07,
50.5,50,0.0860001,0.8,14.2236,14.2237,1e-07,
50.5,50,0.0860001,1,15.3201,15.3202,1e-07,
50.5,50,0.124,1e-07,1e-07,1e-07,1e-07,
50.5,50,0.124,0.2,8.3582,8.35816,1e-07,
50.5,50,0.124,0.4,11.6607,11.6606,1e-07,
50.5,50,0.124,0.6,14.0131,14.0131,1e-07,
50.5,50,0.124,0.8,15.8558,15.8557,1e-07,
50.5,50,0.124,1,17.3617,17.3617,1e-07,
50.5,50,0.162,1e-07,1e-07,1e-07,1e-07,
50.5,50,0.162,0.2,8.58288,8.58283,1e-07,
50.5,50,0.162,0.4,12.0116,12.0116,1e-07,
50.5,50,0.162,0.6,14.5123,14.5123,1e-07,
50.5,50,0.162,0.8,16.5179,16.5178,1e-07,
50.5,50,0.162,1,18.1979,18.1978,1e-07,
50.5,50,0.2,1e-07,1e-07,1e-07,1e-07,
50.5,50,0.2,0.2,8.69254,8.69249,1e-07,
50.5,50,0.2,0.4,12.1811,12.181,1e-07,
50.5,50,0.2,0.6,14.7523,14.7522,1e-07,
50.5,50,0.2,0.8,16.8357,16.8356,1e-07,
50.5,50,0.2,1,18.5995,18.5994,1e-07,
51,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
51,50,0.0100001,0.2,1.02037e-07,1.02132e-07,1e-07,
51,50,0.0100001,0.4,1.31658e-07,1.31264e-07,1e-07,
51,50,0.0100001,0.6,1.16227e-07,1.15632e-07,1e-07,
51,50,0.0100001,0.8,1.03464e-07,1.02842e-07,1e-07,
51,50,0.0100001,1,1.00516e-07,1.00711e-07,1e-07,
51,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
51,50,0.0480001,0.2,3.41936,3.41932,1e-07,
51,50,0.0480001,0.4,5.33994,5.33987,1e-07,
51,50,0.0480001,0.6,6.26702,6.26694,1e-07,
51,50,0.0480001,0.8,6.69282,6.69274,1e-07,
51,50,0.0480001,1,6.82313,6.82305,1e-07,
51,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
51,50,0.0860001,0.2,6.63828,6.63832,1e-07,
51,50,0.0860001,0.4,9.64767,9.64774,1e-07,
51,50,0.0860001,0.6,11.618,11.6181,1e-07,
51,50,0.0860001,0.8,13.0456,13.0457,1e-07,
51,50,0.0860001,1,14.121,14.1211,1e-07,
51,50,0.124,1e-07,1e-07,1e-07,1e-07,
51,50,0.124,0.2,7.75602,7.75605,1e-07,
51,50,0.124,0.4,11.0815,11.0815,1e-07,
51,50,0.124,0.6,13.4233,13.4234,1e-07,
51,50,0.124,0.8,15.2489,15.2489,1e-07,
51,50,0.124,1,16.737,16.7371,1e-07,
51,50,0.162,1e-07,1e-07,1e-07,1e-07,
51,50,0.162,0.2,8.23177,8.23175,1e-07,
51,50,0.162,0.4,11.6822,11.6822,1e-07,
51,50,0.162,0.6,14.1802,14.1802,1e-07,
51,50,0.162,0.8,16.1775,16.1774,1e-07,
51,50,0.162,1,17.8477,17.8477,1e-07,
51,50,0.2,1e-07,1e-07,1e-07,1e-07,
51,50,0.2,0.2,8.4719,8.47186,1e-07,
51,50,0.2,0.4,11.9811,11.9811,1e-07,
51,50,0.2,0.6,14.5545,14.5544,1e-07,
51,50,0.2,0.8,16.6354,16.6353,1e-07,
51,50,0.2,1,18.395,18.395,1e-07,
51.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
51.5,50,0.0100001,0.2,1e-07,1e-07,1e-07,
51.5,50,0.0100001,0.4,1.00001e-07,1e-07,1e-07,
51.5,50,0.0100001,0.6,1.00002e-07,1e-07,1e-07,
51.5,50,0.0100001,0.8,1.00001e-07,1e-07,1e-07,
51.5,50,0.0100001,1,1e-07,1.00711e-07,1e-07,
51.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
51.5,50,0.0480001,0.2,1.64883,1.64886,1e-07,
51.5,50,0.0480001,0.4,3.34377,3.34376,1e-07,
51.5,50,0.0480001,0.6,4.28137,4.28136,1e-07,
51.5,50,0.0480001,0.8,4.77577,4.77576,1e-07,
51.5,50,0.0480001,1,4.99763,4.99764,1e-07,
51.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
51.5,50,0.0860001,0.2,5.30682,5.3068,1e-07,
51.5,50,0.0860001,0.4,8.36659,8.36661,1e-07,
51.5,50,0.0860001,0.6,10.3524,10.3524,1e-07,
51.5,50,0.0860001,0.8,11.7833,11.7833,1e-07,
51.5,50,0.0860001,1,12.8588,12.8589,1e-07,
51.5,50,0.124,1e-07,1e-07,1e-07,1e-07,
51.5,50,0.124,0.2,6.98191,6.98196,1e-07,
51.5,50,0.124,0.4,10.3738,10.3738,1e-07,
51.5,50,0.124,0.6,12.7311,12.7312,1e-07,
51.5,50,0.124,0.8,14.5572,14.5573,1e-07,
51.5,50,0.124,1,16.0405,16.0406,1e-07,
51.5,50,0.162,1e-07,1e-07,1e-07,1e-07,
51.5,50,0.162,0.2,7.75561,7.75564,1e-07,
51.5,50,0.162,0.4,11.2619,11.2619,1e-07,
51.5,50,0.162,0.6,13.7749,13.7749,1e-07,
51.5,50,0.162,0.8,15.7752,15.7752,1e-07,
51.5,50,0.162,1,17.4439,17.444,1e-07,
51.5,50,0.2,1e-07,1e-07,1e-07,1e-07,
51.5,50,0.2,0.2,8.16077,8.16077,1e-07,
51.5,50,0.2,0.4,11.7161,11.7161,1e-07,
51.5,50,0.2,0.6,14.3042,14.3041,1e-07,
51.5,50,0.2,0.8,16.3903,16.3903,1e-07,
51.5,50,0.2,1,18.1513,18.1513,1e-07,
52,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
52,50,0.0100001,0.2,1e-07,1e-07,1e-07,
52,50,0.0100001,0.4,1e-07,1e-07,1e-07,
52,50,0.0100001,0.6,1e-07,1e-07,1e-07,
52,50,0.0100001,0.8,1e-07,1e-07,1e-07,
52,50,0.0100001,1,1e-07,1e-07,1e-07,
52,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
52,50,0.0480001,0.2,0.65321,0.653243,1e-07,
52,50,0.0480001,0.4,1.89974,1.8998,1e-07,
52,50,0.0480001,0.6,2.74305,2.74311,1e-07,
52,50,0.0480001,0.8,3.2493,3.24937,1e-07,
52,50,0.0480001,1,3.52508,3.52516,1e-07,
52,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
52,50,0.0860001,0.2,3.99034,3.99029,1e-07,
52,50,0.0860001,0.4,7.03885,7.03881,1e-07,
52,50,0.0860001,0.6,9.04174,9.0417,1e-07,
52,50,0.0860001,0.8,10.4859,10.4859,1e-07,
52,50,0.0860001,1,11.5724,11.5723,1e-07,
52,50,0.124,1e-07,1e-07,1e-07,1e-07,
52,50,0.124,0.2,6.10242,6.10244,1e-07,
52,50,0.124,0.4,9.57035,9.57041,1e-07,
52,50,0.124,0.6,11.9585,11.9586,1e-07,
52,50,0.124,0.8,13.7974,13.7975,1e-07,
52,50,0.124,1,15.2857,15.2858,1e-07,
52,50,0.162,1e-07,1e-07,1e-07,1e-07,
52,50,0.162,0.2,7.1817,7.18175,1e-07,
52,50,0.162,0.4,10.7639,10.7639,1e-07,
52,50,0.162,0.6,13.3054,13.3054,1e-07,
52,50,0.162,0.8,15.3181,15.3182,1e-07,
52,50,0.162,1,16.9922,16.9923,1e-07,
52,50,0.2,1e-07,1e-07,1e-07,1e-07,
52,50,0.2,0.2,7.77224,7.77227,1e-07,
52,50,0.2,0.4,11.3925,11.3925,1e-07,
52,50,0.2,0.6,14.0056,14.0056,1e-07,
52,50,0.2,0.8,16.1039,16.1039,1e-07,
52,50,0.2,1,17.8712,17.8712,1e-07,
52.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
52.5,50,0.0100001,0.2,1e-07,1e-07,1e-07,
52.5,50,0.0100001,0.4,1e-07,1e-07,1e-07,
52.5,50,0.0100001,0.6,1e-07,1e-07,1e-07,
52.5,50,0.0100001,0.8,1e-07,1e-07,1e-07,
52.5,50,0.0100001,1,1e-07,1e-07,1e-07,
52.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
52.5,50,0.0480001,0.2,0.213824,0.213812,1e-07,
52.5,50,0.0480001,0.4,0.982061,0.982111,1e-07,
52.5,50,0.0480001,0.6,1.6513,1.65138,1e-07,
52.5,50,0.0480001,0.8,2.11085,2.11094,1e-07,
52.5,50,0.0480001,1,2.39707,2.39717,1e-07,
52.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
52.5,50,0.0860001,0.2,2.82718,2.82716,1e-07,
52.5,50,0.0860001,0.4,5.74996,5.74989,1e-07,
52.5,50,0.0860001,0.6,7.745,7.74492,1e-07,
52.5,50,0.0860001,0.8,9.19772,9.19764,1e-07,
52.5,50,0.0860001,1,10.2962,10.2961,1e-07,
52.5,50,0.124,1e-07,1e-07,1e-07,1e-07,
52.5,50,0.124,0.2,5.18316,5.18314,1e-07,
52.5,50,0.124,0.4,8.70474,8.70477,1e-07,
52.5,50,0.124,0.6,11.128,11.1281,1e-07,
